"Devotional Song Lyrics
",Devotional Song Meaning
"Giridhari Jaya Giridhari
Sugandha Tulasi Dala Vanamali |Giridhari...|
Munijana Sevitha Madhava Murahara
Murali (Gopa Gopi) Manohara Giridhari
","Victory to Giridhari The One who wears the garland of fragrant basil leaves and the garland made of jungle flowers Chant the name of Lord Madhava who is worshipped by Saints and who destroyed the demon 'Mura' The beautiful flute player and the beloved of the Gopalakas and Gopikas
"
"Giridhari Lal Shyama Gopal
Natawara Lal Madana Gopal
Mathura Natha Krishna Gopal
Sri Madhusudhana Murali Gopal
Yashoda Ke Bal Nanda Gopal
Eshwaramba Priya Sai Gopal
","Chant the name of the handsome boy Gopala who is the supreme dancer and actor who is the Lord of Mathura the slayer of Madhu and the player of flute the son of Yashoda and Nanda the Sai Gopal whom Eshwaramba is very fond of.
"
"Giridhari Murari Govinda
Ghana Shyama Murari Gopala |Giridhari...|
Radhey Krishna Murari Govinda
Sathya Sai Murari Gopala
","Chant the name of Giridhari Govinda who is the destroyer of the demon 'Mura' chant the name of Radha Krishna and Sathya Sai Gopala
"
"Giridhari Shyama Mukunda Murari
Madhura Madhura Hey Muralidhari |Giridhari Shyama...|
Mathuradhipathey Madhava Shourie
Sri Madhusudhana Mayura Mukutadhara
Madana Mohana Krishna Kunja Vihari
Giridhari Shyam Giridhari Shyam
","Oh Giridhari (Krishna who lifted the mountain) with dark blue complexion who redeems us from miseries and gives liberation, you are the sweet enchanting flute player Lord of Mathura and valorous Madhava, destroyer of Demon Madhu and the one who adorn with crown of peacock feather, strolls the grooves and garden of Brindavan captivating the dear ones.
"
"Girija Bhavani Shivaranjani
Mata Bhavani Jagat Karini |Girija Bhavani|
Shakthi Swaroopini Bhaya Harini
Sowbhagya Dayini Sukha Dayini
","Chant the names of Girija and Bhavani who pleases and makes Shiva happy. Chant the name of Mother Bhavani who liberates the world. She is the embodiment of power and destroys all our fears. She gives happiness and good luck.
"
"Girija Nandana (Hey)
Hey Shiva Nandana Bhava Bhaya Bhanjana |Girija...|
Gaana Vilolana Danava Mardhana
Palita Deenavana Gajanana
","Oh Gajanana (elephant headed god) you are the beloved of Girija and Shiva who protects us from fear and redeems one from cycle of birth and death. Lover of music and destroyer of demons and protector of weak and meek.
"
"Gnana Bhaskara Kumara Dayapara
Omkaara Roopa Shiva Shakthi bala
Shanmukha Natha Parama Daya Ghana
","O Shanmukha (six headed god) the son of Shiva and Parvathi. You are compassionate to the needy and the embodiment of primordial sound (Om) and the treasure house of supreme kindness.
"
"Gokula Nandana Shyama Murari
Maakhan Chora Gopala Sai
Mathura Natha Madana Murari
Shyama Sundara Sai Gokula Bala
Surdas Prabhu Hey Giridhari
Natawara Shyama Gopala Sai |Maakhan Chora|
","O Shyama Murari (Krishna) you are the beloved of Gokula who is the stealer of butter, Lord of Mathura, the blue complexioned one and beautiful, the Lord of Surdas Hey! Giridhari who is the delightful dancer. You are also Sai Gopala.
"
"Gopal Gopal Brindavana Gopal
Hey Nanda Ananda Mukunda Gopal |Gopal Gopal...|
Govardhanodhara Gopalana
Gopi Janodhara Niranjana |Hey Nanda|
","Chant Gopala, Gopala the unstained God of Brindavan, one who delighted Nanda and liberated the devotees. Uplifted the Govardhana mountain to save the people, you are protector of cows and Gopis.
"
"Gopala Brindavana Pala
Gopi Lola Gokula Bala
Murali Lola Munijana Pala
Suramuni Vanditha Gopala Bala
","Sing the glory of Gopala of Brindavan beloved of Gopis (cow herd women) you are little Krishna of Gokula the enchanting flute player. Worshipped by saints and gods and you are the protector of them.
"
"Gopala Darshan Dey Nandalala
Madhusudhana Neela Bala Govinda
Muralidhara Hari Nanda Mukunda |Gopala...|
Radha Madhava Shyama Gopala
Darshan Dey Dey Madana Gopala
","Oh Gopala, the son of Nanda give us your Darshan The bluish colour boy who destroyed Madhu. The Lord addressed as Muralidhara, Hari, Mukunda, the son of Nanda, Radha Madhava, Shyama Gopala. Please give us your Darshan O extraordinarily handsome Gopala.
"
"Gopala Giridhara Bala
Gopi Lola Gokula Bala |Gopala...|
Goparipala Narayana (2)
Narayana Narayana |Goparipala|
Govinda Govinda Narayana (Sai)
","Chant the name of Gopala, who lifted the mountain, who is the boy of Gokula and who gave happiness to the Gopis. Chant the name of Lord Narayana, Govinda - the protector of cows
"
"Gopala Gokula Bala
Nandalala Goparipala |Gopala Gokula|
Shyama Govinda Krishna Gopala
Raasa Vilola Venu Gopala
Nanda Nanda Ke Mukunda Bala
Kamala Vadana Sai Krishna Gopala
","Chant the various names of Krishna - Gopala, Gokula Bala, Nandalala, Shyama Gopala, Krishna Gopala, Raasavilola, Venu Gopala. The boy Mukunda of Nanda & the lotus faced Sai Krishna Gopala.
"
"Gopala Gopala
Giridhara Bala Gopala |Gopala...|
Murali Lola Gopala
Murahara Sai Gopala
","Chant the name of Gopala - one who lifted the mountain, the player of the flute, the slayer of the demon Mura and who is our Sai Gopala.
"
"Gopala Gopala Gokula Nandana Gopala (3)
Nanda Kishora Gopala
Navaneetha chora Gopala
Yashoda Bala Gopala
Yadu Kula Tilaka Gopala
","Chant the name ofGopala, whoisthe darling of Gokul and Nanda. The One who stole butter, son of Yashoda and star of Yadu clan.
"
"Gopala Gopala Nacho Gopala
Nacho Nacho Sai Nandalala
Rhuma Jhuma Rhuma Jhuma Nacho Gopala
Nacho Nacho Sai Nandalala
","Please dance and give us the enjoyment of seeing you dance - Gopala and son of Nanda. While you dance, let us hear the sound of your anklets ""Rhuma Jhuma"".
"
"Gopala Gopala Radhey Gopala
Radhey Shyam Sri Ranga Sai Gopala
Madhava Hey Yadava Pandari Natha Vittala
Hey Deena Natha Vittala
Hey Sai Natha Vittala
Radhey Shyam Sri Ranga Sai Gopala
","OhGopala, the beloved of Radha, alsoyou areShyama and Sai Gopala the resident of Srirangam. You are the star of Yadudynasty and you are the Lord Vittala of Pandari, who gives refugeto meek and weak devotees. Also you are Sai Natha Vittala.
"
"Gopala Gopala Radhey Nandalala
Govinda Gopala Radhey Nandalala |Gopala...|
Brindavana Sanchara Radhey Nandalala
Murali Manohara Radhey Nandalala
","Chant the name of Gopala, the one who is also thebeloved ofRadha and darling of Nanda, One who wanders in Brindavan and whoholdstheflute and the one who isattractive to look at too.
"
"Gopala Gopala Sai Gopala
Radha Hrudaya Vihara Bala |Gopala Gopala|
Nanda Kishora Gopala
Navaneetha Chora Gopala
Kaliya Mardhana Gopala
Govardhana Dhara Gopala
Gopala Gopala Sai Gopala (2)
","Chant the name of Gopala also Sai Gopala whoresides in theheart of Radha, the son of Nanda, stealer of butter and the onewho subdued the Kaliya serpent dancing over its head andthe onewhoalso lifted the Govardhana mountain.
"
"Gopala Govinda Govinda Harey Murarey
Mayura Mukuta Peetambara Dhari
Brindavana Sanchari |Gopala Govinda...|
Shankha Chakra Gadha Padmadhari
Krishna Mukunda Murari (Sai)
","Oh Lord Gopala, Govinda, Hari and Murari, you are theone who wears the peacock crown and the yellow cloth, you are theone who wanders in Brindavan, you are theone who bears the Conch, Disc, Mace and Lotus in his hands. You are Lord Krishna, Mukunda and Murari.
"
"Gopala Govinda Narayana Hari
Nandalala Mukunda Narayana Hari |Gopala Govinda...|
Narayana Hari Narayana Hari
Narayana Hari Veda Parayana Hari
Narayana Hari Jai Jai Narayana Hari (5)
","Chant the divine names ofGopala. Govinda and Narayana who is beloved of Nanda and the one who bestows liberation to the devotees. Your glory has been extolled in the Vedas. Victory to you ohNarayana Hari.
"
"Gopala Krishna Madhava Krishna
Govinda Madhava Gopala Krishna |Gopala Madhava...|
Madhava Murali Gopala Krishna
Mukunda Madhava Gopala Krishna
","Let us chant the divine names of Krishna, Gopala, Madhava, Murali and Govinda.
"
"Gopala Radha Lola
Murali Lola Nandalala |Gopala...|
Keshava Madhava Janardhana
Vanamala Brindavana Pala |Murali Lola|
","Chant the name of Gopala, whogives joy to Radha, The son of Nanda who played his flute. The Lord Keshava, Madhava and Janardhana The one who takes care of Brindavan and theone who wears the garland made of jungle flowers.
"
"Gopala Radhey Krishna Govinda Govinda Gopal
Gopal Gopal Gopal |Gopala Radhey...|
Govinda Govinda Gopala Radhey Krishna
Govinda Govinda Gopala Sai Krishna
Govinda Govinda Gopal
","Chant the names of Gopala, Radha Krishna, Govinda and Sai Krishna
"
"Gopi Ramana Gokula Nandana
Shritha Jana Palana Narayana
Lakshmi Ramana Aganita Guna Gana
Sai Narayana Namo Namo
Sathya (Parthi) Narayana Namo Namo
","Oh the beloved of Gopis and Gokula you are the protector of sacred people, You are theconsort of Lakshmi, the immeasurable treasure house of virtuous qualities. Salutations to theeOh Sai Narayana residing inParthi.
"
"Gopi Ramana Gopala
Gopala Sai Gopala (2)
Goparipala Gopala
Govinda Govinda Gopala
Gopala Sai Gopala (2)
","Chant the name of Gopala the beloved of the Gopikas Chant the name of Sai Gopala who is the protector of cows. Chant the name of Govinda.
"
"Govardhana Giridhara Gopika Manohara
Mohana Muralidhara Sathya Sai Natawara |Govardhana Giridhara...|
Vasudeva Giridhara Brindavana Sanchara
Keshava Damodara Sathya Sai Natawara
","Oh Govardhana Giridhari (Krishna who lifted the mountain to save peopleof Gokula) you are the beloved of Gopikas, the enchanting flute player and a delightful dancer. You are the one wandering in Brindavan. You are also known as Keshava (destroyer of demon Keshi) and Damodara (one who is having rope around the waist). You are also the Lord Sathya Sai of Parthi.
"
"Govardhana Giridhari Murari
Hey Vraja Bala Hey Vanamali
Gokula Brindavana Sanchari
Meera Ke Prabhu Hey Giridhari
Parthi vihari Sai Murari
","OhGovardhana Giridhari Murari (the little mischievous Krishna who lifted the mountain to save the people of Gokula). You arethe one who is from Mathuraand you are the one who is wearing a garland made of jungle flowers. You are theone from Gokula and wanderer of Brindavan forest. You are the Lord of Meera also presently you are Sai rambling in Parthi.
"
"Govinda Bhajo Sri Hari Gopala Bhajo
Gopi Gopala Bhajo Shyama Bhajo
Govinda Giridhari Gopala Bhajo
Rakumayi Panduranga Vittala Bhajo
Sri Sai Parabrahma Ananda Bhajo (Hey)
","Chant and worship the various names of Krishna, Govinda, Hari, Gopala, Shyama Giridhari. Also chant the names of Rakumayi Panduranga Vittala (the beloved of Rakumayi and the Lord of Pandharpur) who is also presently Sai of Parthi who is eversupreme and blissful.
"
"Govinda Bolo Gopala Bolo
Ram Ram Bolo Hari Naam Bolo
Allah Sai Yesu Nanak
Zohrashtra Mahaveera Buddha Naam Bolo |Govinda|
Yeh Naam Saarey Hai Jeevan Saharey
Paramananda Ke Yeh Kholtey Hai Dwarey
Jo Naam Chaho Woh Naam Bolo
Prem Se Bolo Bhaav Se Bolo
","Sing the glorious names of Govinda, Gopala, Rama, Hari, Allah, Sai, Yesu, Nanak, Zohrashtra, Mahaveera and Buddha. Asyou Chant the names you choose with Love and devotion, they sustainyou through the journey of life.
"
"Govinda Bolo Guru Sai Bolo
Gopala Bolo Guru Sai Bolo |Govinda Bolo...|
Shirdi Sai Bolo Shiva Guru Naam Bolo
Sathya Sai Bolo Sadguru Naam Bolo
Sai Ram Sai Ram
Prema Sai Bolo Parabrahma Bolo
Parthi Baba Bolo Paramatma Bolo
Sai Ram Sai Ram
","Chant the names of Guru, Govinda, Gopala, Shiva Sai of Shirdi and Parthi who are all the embodiments of Love
"
"Govinda Gopal Jai Jai Narayan Gopal
Madhava Gopal Madhusudhana Gopal
Keshava Gopal Mukunda Gopal
","Victory to you Oh Narayana, Gopal and Govinda. You are the slayer of demon Madhu and Keshi the one who gives liberation to the deserved.
"
"Govinda Gopala
Jaya Madhava Gopala
Mukunda Murali Gopala
Madhusudhana Gopala |Govinda Gopala|
Yashoda Nanda Gopala
Yadu Nandana Gopala
Jaya Muralidhara Gopala |Madhusudhana Gopala|
","Chant Govinda Gopala (God who fosters cowherds and people) and victory to Madhava Gopala the enchanting flute player who bestows liberation to devotees. You are the destroyer of demon Madhu and beloved of Yashoda, Nanda and Yadu clan. Victory to the God who holds the flute.
"
"Govinda Gopala Bolo Radhey Shyam
Bolo Radhey Shyam Bolo Sai Ghana Shyam |Govinda Gopala...|
Govinda Gopala Bolo Radhey Shyam (2) |Bolo Radhey|
","Chant the glorious names ofGovinda, Radhey Shyam and Sai Ghana Shyam.
"
"Govinda Gopala Hey Nandalala
Radhey Gopala Gopi Gopala
Meera Ke Natha Prabhu Murali Gopala
Govardhanodhara Gopala Bala |Radhey Gopala|
","Glory to Govinda, Gopala, Nandalala (Krishna) the Lord of Radha, Meera and the Gopis The one who plays the flute and the one who lifted the Govardhana mountain - Glory to Him.
"
"Govinda Gopala Narayana (Bhaja Mana)
Govinda Madhava Narayana |Bhaja Mana Govinda...|
Govinda Madhava Narayana
Govinda Gopala Narayana
Narayana Sai Narayana (7)
","Sing the Glory of Govinda, Gopala, Madhava and Narayana
"
"Govinda Gopala Narayana Hari
Narayana Hari Narayana Hari (2) |Govinda Gopala|
Jagadodhara Narayana Hari
Bhaktha Uddhara Narayana Hari
Parthi Pureesha Narayana Hari
Narayana Hari Jai Jai Narayana Hari (2)
Narayana Hari (2)
","Chant the names of Govinda Gopala and Narayana. The one who is the sustainer of the universe, the one who is the redeemer of his devotees sufferings, Glory to you Oh Lord of Parthi.
"
"Govinda Gopala Prabhu Giridhari
Govinda Gopala Hrudaya Vihari |Govinda Gopala...|
Nanda Kumara Navaneetha Chora
Parthi (Hrudaya) Vihara Bada Chitha Chora
","Glory to Govinda Gopala Giridhari to the one who is the Indweller of our Hearts, to the one who is the son of Nanda and to the one who stole butter in Gokula, the very same Lord of Parthi who now steals our Hearts.
"
"Govinda Gopala Radha Ramana
Govinda Govinda Gopala Radha Ramana
Govinda Govinda Gopala Radha Ramana
","Chant the name Govinda Gopala the beloved of Radha.
"
"Govinda Govinda
Mukunda Madhava Govinda
Gopala Sai Gopala |Mukunda Madhava|
Jai Jai Govinda Jai Jai Gopala (3)
","Chant the name Govinda (foster of cow herd) who gives liberation to devotees. Victory to Govinda who is also Sai Gopala.
"
"Govinda Govinda Bhaja Mana Radhey Govinda
Radha Lola Govinda Raasa Vilola Gopala
Krishna Keshava Harey Madhava Govinda Jaya Govinda
Harey Murarey Sai Murarey Govinda Jaya Govinda
Govinda Jaya Govinda Govinda Jaya Govinda (2)
","Lets chant the divine name of Govinda reverberating in the mind ofRadha the beloved of Krishna who is engrossedin the divine sports with Gopala. Also you are the destroyer of demon Keshi. Victory to youOhSai Murari and Govinda.
"
"Govinda Govinda Gayiyere Bhajo Radhey Gopala Krishna Gayiye
Murali Manohara Gayiyere Bhajo Nanda Ke Lal Prabhu Gayiye
Giridhari Giridhari Gayiyere Maayi Meera Ke Nath Prabhu Gayiye (2)
","Sing the name of Govinda and worship the Lord of Radha -- Krishna and Gopala Sing the name of the handsome flute player and worship the Lord, the son of Nanda, Sing the name of the Lord of Mother Meera.
"
"Govinda Govinda Gokula Brinda
Govinda Govinda Satchidananda |Govinda Govinda|
Sri Ranga Ranga Hrudayanta Ranga
Bhaktha Vatsala Sai Ranga
Govinda Govinda (4)
","We chant the name of Govinda of Brindavan at Gokula, who is the existence, awareness andbliss. He is also God residing in Srirangam who revels in our hearts and he is the beloved of devotees.
"
"Govinda Govinda Govinda Bolo
Shyama Sundara Venu Gopala Bolo |Govinda Govinda...|
Parthasarathi Keshava Bolo
Sanathana Sarathi Partheesha Bolo
","Sing the name of Govinda The handsome bluish boy Gopala with the flute Sing the name of Keshava, the charioteer of Partha i.e., Arjuna Sing the name of the eternal charioteer the King of Parthi - Sai - who guides us all in the right path towards liberation.
"
"Govinda Govinda Narayana
Gopala Govinda Narayana |Govinda|
Govinda Narayana Hari Hari Gopala Narayana |Gopala Govinda|
","Chant the divine names of Govinda, Narayana andGopalawhich remove our miseries.
"
"Govinda Govinda Narayana
Gopala Govinda Narayana |Govinda|
Govinda Narayana Hari Hari Gopala Narayana |Gopala Govinda|
","Chant the divine names of Govinda, Narayana andGopalawhich remove our miseries.
"
"Govinda Govinda Narayana
Gopala Govinda Narayana |Govinda|
Govinda Narayana Hari Hari Gopala Narayana |Gopala Govinda|
","Chant the divine names of Govinda, Narayana andGopalawhich remove our miseries.
"
"Govinda Harey Gopala Harey
Govinda Govinda Gopala |Govinda...|
Govardhanodhari Gopala
Gopala Gopala |Govardhana|
Gopi Manohara Gopala
Govinda Harey Gopala Harey (3)
","Chant the divine names of Govinda, Gopala, who lifted Govardhana mountain on his finger tips to save Gopis and Gopas of Gokula. He is the captivating Lord of them.
"
